央视卫视,#genre#
承德旅游文化,http://156.238.248.80:8880/play/311.586688.m3u8
秦皇岛新闻综合,http://156.238.248.80:8880/play/312.958563.m3u8
秦皇岛公共频道,http://156.238.248.80:8880/play/313.359120.m3u8
秦皇岛影视,http://156.238.248.80:8880/play/314.584239.m3u8
唐山新闻综合,http://156.238.248.80:8880/play/315.604643.m3u8
唐山生活服务,http://156.238.248.80:8880/play/316.752319.m3u8
唐山影视频道,http://156.238.248.80:8880/play/317.228375.m3u8
唐山公共频道,http://156.238.248.80:8880/play/318.703342.m3u8
廊坊新闻综合,http://156.238.248.80:8880/play/319.424703.m3u8
廊坊生活频道,http://156.238.248.80:8880/play/320.453577.m3u8
保定新闻综合,http://156.238.248.80:8880/play/321.705599.m3u8
保定公共频道,http://156.238.248.80:8880/play/322.363654.m3u8
保定生活健康,http://156.238.248.80:8880/play/323.425091.m3u8
衡水新闻综合,http://156.238.248.80:8880/play/324.400391.m3u8
衡水经济科教,http://156.238.248.80:8880/play/325.665582.m3u8
邢台综合频道,http://156.238.248.80:8880/play/326.757533.m3u8
邢台城市生活,http://156.238.248.80:8880/play/327.122554.m3u8
邯郸新闻综合,http://156.238.248.80:8880/play/328.208282.m3u8
邯郸公共频道,http://156.238.248.80:8880/play/329.153555.m3u8
邯郸科技教育,http://156.238.248.80:8880/play/330.361209.m3u8
湖南卫视,http://156.238.248.80:8880/play/331.788305.m3u8
浙江卫视,http://156.238.248.80:8880/play/332.216944.m3u8
江苏卫视,http://156.238.248.80:8880/play/333.559851.m3u8
安徽卫视,http://156.238.248.80:8880/play/334.921927.m3u8
东南卫视,http://156.238.248.80:8880/play/335.941381.m3u8
北京卫视,http://156.238.248.80:8880/play/336.799771.m3u8
天津卫视,http://156.238.248.80:8880/play/337.846809.m3u8
辽宁卫视,http://156.238.248.80:8880/play/338.604593.m3u8
山东卫视,http://156.238.248.80:8880/play/339.945518.m3u8
河南卫视,http://156.238.248.80:8880/play/340.195712.m3u8
黑龙江卫视,http://156.238.248.80:8880/play/341.636551.m3u8
四川卫视,http://156.238.248.80:8880/play/342.461749.m3u8
江西卫视,http://156.238.248.80:8880/play/343.193248.m3u8
贵州卫视,http://156.238.248.80:8880/play/344.486648.m3u8
深圳卫视,http://156.238.248.80:8880/play/345.952357.m3u8
湖北卫视,http://156.238.248.80:8880/play/346.786007.m3u8
