央视卫视,#genre#
东方卫视,http://156.238.248.80:8880/play/347.650920.m3u8
重庆卫视,http://156.238.248.80:8880/play/348.975785.m3u8
广东卫视,http://156.238.248.80:8880/play/349.443629.m3u8
广西卫视,http://156.238.248.80:8880/play/350.191871.m3u8
海南卫视,http://156.238.248.80:8880/play/351.450938.m3u8
吉林卫视,http://156.238.248.80:8880/play/352.921216.m3u8
陕西卫视,http://156.238.248.80:8880/play/353.133542.m3u8
山西卫视,http://156.238.248.80:8880/play/354.240476.m3u8
云南卫视,http://156.238.248.80:8880/play/355.341760.m3u8
内蒙古卫视,http://156.238.248.80:8880/play/356.542615.m3u8
青海卫视,http://156.238.248.80:8880/play/357.934743.m3u8
宁夏卫视,http://156.238.248.80:8880/play/358.614940.m3u8
西藏卫视,http://156.238.248.80:8880/play/359.637058.m3u8
新疆卫视,http://156.238.248.80:8880/play/360.976793.m3u8
山东教育卫视,http://156.238.248.80:8880/play/361.719088.m3u8
金鹰卡通,http://156.238.248.80:8880/play/362.338716.m3u8
卡酷少儿,http://156.238.248.80:8880/play/363.450960.m3u8
嘉佳卡通,http://156.238.248.80:8880/play/364.975698.m3u8
优漫卡通,http://156.238.248.80:8880/play/365.538668.m3u8
北京纪实科教,http://156.238.248.80:8880/play/366.736203.m3u8
金鹰纪实,http://156.238.248.80:8880/play/367.313250.m3u8
茶频道,http://156.238.248.80:8880/play/368.353987.m3u8
快乐垂钓,http://156.238.248.80:8880/play/369.137684.m3u8
天元围棋,http://156.238.248.80:8880/play/370.946382.m3u8
CETV1,http://156.238.248.80:8880/play/371.268369.m3u8
CETV-2,http://156.238.248.80:8880/play/372.871299.m3u8
CETV-4,http://156.238.248.80:8880/play/373.164901.m3u8
CETV早期教育,http://156.238.248.80:8880/play/374.744381.m3u8
CCTV4K超,http://156.238.248.80:8880/play/375.128503.m3u8
北京卫视4K超,http://156.238.248.80:8880/play/376.738715.m3u8
上海游戏风云,http://156.238.248.80:8880/play/377.290745.m3u8
上海欢笑剧场4K,http://156.238.248.80:8880/play/378.715819.m3u8
上海乐游频道,http://156.238.248.80:8880/play/379.701298.m3u8
上海动漫秀场,http://156.238.248.80:8880/play/380.593955.m3u8
上海生活时尚,http://156.238.248.80:8880/play/381.507281.m3u8
上海都市剧场,http://156.238.248.80:8880/play/382.319318.m3u8
上海法治天地,http://156.238.248.80:8880/play/383.377859.m3u8
上海金色学堂,http://156.238.248.80:8880/play/384.415925.m3u8
上海东方财经,http://156.238.248.80:8880/play/385.924318.m3u8
河南武术世界,http://156.238.248.80:8880/play/386.145716.m3u8
河南文物宝库,http://156.238.248.80:8880/play/387.904658.m3u8
河南梨园频道,http://156.238.248.80:8880/play/388.470297.m3u8
CCTV-4欧洲,http://156.238.248.80:8880/play/389.727677.m3u8
CCTV-4美洲,http://156.238.248.80:8880/play/390.346192.m3u8
CGTN英语,http://156.238.248.80:8880/play/391.817444.m3u8
CGTN记录,http://156.238.248.80:8880/play/392.521147.m3u8
CGTN西班牙语,http://156.238.248.80:8880/play/393.198781.m3u8
CGTN法语,http://156.238.248.80:8880/play/394.327815.m3u8
CGTN阿拉伯语,http://156.238.248.80:8880/play/395.394598.m3u8
CGTN俄语,http://156.238.248.80:8880/play/396.174623.m3u8
凤凰卫视电影台,http://156.238.248.80:8880/play/397.781611.m3u8
凤凰卫视中文台,http://156.238.248.80:8880/play/398.632938.m3u8
凤凰卫视资讯台,http://156.238.248.80:8880/play/399.880194.m3u8
中国交通频道,http://156.238.248.80:8880/play/400.136355.m3u8
高邑融媒,http://156.238.248.80:8880/play/401.776118.m3u8
井陉矿区电视台,http://156.238.248.80:8880/play/402.706481.m3u8
深泽综合频道,http://156.238.248.80:8880/play/403.634722.m3u8
赵县综合频道,http://156.238.248.80:8880/play/404.617514.m3u8
晋州综合频道,http://156.238.248.80:8880/play/405.615863.m3u8
井陉综合频道,http://156.238.248.80:8880/play/406.178029.m3u8
平泉综合频道,http://156.238.248.80:8880/play/407.184521.m3u8
兴隆综合频道,http://156.238.248.80:8880/play/408.150360.m3u8
隆化综合频道,http://156.238.248.80:8880/play/409.306654.m3u8
崇礼电视台,http://156.238.248.80:8880/play/410.927256.m3u8
康保综合频道,http://156.238.248.80:8880/play/411.607808.m3u8
遵化综合频道,http://156.238.248.80:8880/play/412.444390.m3u8
三河综合频道,http://156.238.248.80:8880/play/413.592490.m3u8
永清综合频道,http://156.238.248.80:8880/play/414.630130.m3u8
成安综合频道,http://156.238.248.80:8880/play/415.815905.m3u8
魏县综合新闻,http://156.238.248.80:8880/play/416.394789.m3u8
滦南综合频道,http://156.238.248.80:8880/play/417.123611.m3u8
玉田综合频道,http://156.238.248.80:8880/play/418.902934.m3u8
吴桥综合频道,http://156.238.248.80:8880/play/419.395909.m3u8
阜平电视台,http://156.238.248.80:8880/play/420.302270.m3u8
涞水综合频道,http://156.238.248.80:8880/play/421.259046.m3u8
黄骅电视台,http://156.238.248.80:8880/play/422.755263.m3u8
定州新闻综合,http://156.238.248.80:8880/play/423.315435.m3u8
雄县电视台,http://156.238.248.80:8880/play/424.813508.m3u8
涞源综合频道,http://156.238.248.80:8880/play/425.274712.m3u8
高碑店综合频道,http://156.238.248.80:8880/play/426.424175.m3u8
涿州综合频道,http://156.238.248.80:8880/play/427.469671.m3u8
唐县综合频道,http://156.238.248.80:8880/play/428.671684.m3u8
曲阳综合频道,http://156.238.248.80:8880/play/429.287295.m3u8
柏乡综合频道,http://156.238.248.80:8880/play/430.832365.m3u8
徐水电视台,http://156.238.248.80:8880/play/431.533298.m3u8
景县综合频道,http://156.238.248.80:8880/play/432.645520.m3u8
饶阳电视台,http://156.238.248.80:8880/play/433.652741.m3u8
深州新闻综合,http://156.238.248.80:8880/play/434.967098.m3u8
涉县综合频道,http://156.238.248.80:8880/play/435.369602.m3u8
鸡泽新闻综合,http://156.238.248.80:8880/play/436.296020.m3u8
武安新闻综合,http://156.238.248.80:8880/play/437.176277.m3u8
枣强综合频道,http://156.238.248.80:8880/play/438.551252.m3u8
清河电视台,http://156.238.248.80:8880/play/439.739858.m3u8
大厂融媒体中心,http://156.238.248.80:8880/play/440.403477.m3u8
顺平电视,http://156.238.248.80:8880/play/441.864827.m3u8
赤城电视,http://156.238.248.80:8880/play/442.590325.m3u8
邯山电视,http://156.238.248.80:8880/play/443.252710.m3u8
任县电视,http://156.238.248.80:8880/play/444.139187.m3u8
双滦电视,http://156.238.248.80:8880/play/445.843824.m3u8
滦平电视,http://156.238.248.80:8880/play/446.894323.m3u8
赞皇电视,http://156.238.248.80:8880/play/447.668235.m3u8
栾城电视,http://156.238.248.80:8880/play/448.334766.m3u8
张家口新闻综合,http://156.238.248.80:8880/play/449.866896.m3u8
张家口公共,http://156.238.248.80:8880/play/450.602576.m3u8
沧州新闻综合,http://156.238.248.80:8880/play/451.785675.m3u8
沧州公共频道,http://156.238.248.80:8880/play/452.470815.m3u8
沧州影视娱乐,http://156.238.248.80:8880/play/453.344982.m3u8
昌黎电视,http://156.238.248.80:8880/play/454.799733.m3u8
抚宁电视,http://156.238.248.80:8880/play/455.295662.m3u8
卢龙电视,http://156.238.248.80:8880/play/456.151161.m3u8
丰南电视,http://156.238.248.80:8880/play/457.242631.m3u8
迁西电视,http://156.238.248.80:8880/play/458.147438.m3u8
滦州电视,http://156.238.248.80:8880/play/459.755554.m3u8
香河电视,http://156.238.248.80:8880/play/460.592109.m3u8
大城电视,http://156.238.248.80:8880/play/461.960895.m3u8
固安电视,http://156.238.248.80:8880/play/462.347790.m3u8
霸州电视,http://156.238.248.80:8880/play/463.154652.m3u8
孟村电视,http://156.238.248.80:8880/play/464.656173.m3u8
东光电视,http://156.238.248.80:8880/play/465.257579.m3u8
青县电视,http://156.238.248.80:8880/play/466.446811.m3u8
盐山电视,http://156.238.248.80:8880/play/467.218239.m3u8
南皮电视,http://156.238.248.80:8880/play/468.930782.m3u8
肃宁电视,http://156.238.248.80:8880/play/469.210432.m3u8
丰宁电视,http://156.238.248.80:8880/play/470.962541.m3u8
定兴电视,http://156.238.248.80:8880/play/471.865074.m3u8
满城电视,http://156.238.248.80:8880/play/472.102319.m3u8
望都电视,http://156.238.248.80:8880/play/473.590541.m3u8
高阳电视,http://156.238.248.80:8880/play/474.171187.m3u8
安新电视,http://156.238.248.80:8880/play/475.286187.m3u8
容城电视,http://156.238.248.80:8880/play/476.286090.m3u8
涿鹿电视,http://156.238.248.80:8880/play/477.296313.m3u8
大名电视,http://156.238.248.80:8880/play/478.541725.m3u8
冀州电视,http://156.238.248.80:8880/play/479.341456.m3u8
安平电视,http://156.238.248.80:8880/play/480.366372.m3u8
阜城电视,http://156.238.248.80:8880/play/481.911430.m3u8
故城电视,http://156.238.248.80:8880/play/482.807407.m3u8
广宗电视,http://156.238.248.80:8880/play/483.556580.m3u8
宁晋电视,http://156.238.248.80:8880/play/484.419059.m3u8
平乡电视,http://156.238.248.80:8880/play/485.488656.m3u8
隆尧电视,http://156.238.248.80:8880/play/486.858769.m3u8
广平电视,http://156.238.248.80:8880/play/487.408582.m3u8
南和电视,http://156.238.248.80:8880/play/488.756586.m3u8
临漳电视台,http://156.238.248.80:8880/play/489.158010.m3u8
内丘电视台,http://156.238.248.80:8880/play/490.314536.m3u8
迁安电视,http://156.238.248.80:8880/play/491.793648.m3u8
馆陶电视,http://156.238.248.80:8880/play/492.907216.m3u8
乐亭电视,http://156.238.248.80:8880/play/493.707585.m3u8
沙河电视,http://156.238.248.80:8880/play/494.537545.m3u8
南宫电视,http://156.238.248.80:8880/play/495.598165.m3u8
丰润电视,http://156.238.248.80:8880/play/496.253400.m3u8
临时直播频道2,http://156.238.248.80:8880/play/497.892553.m3u8
临时直播频道3,http://156.238.248.80:8880/play/498.831937.m3u8
全网通频,#genre#
CCTV1,http://156.238.248.80:8880/play/499.574054.m3u8
CCTV2,http://156.238.248.80:8880/play/500.345022.m3u8
CCTV3,http://156.238.248.80:8880/play/501.223590.m3u8
CCTV4,http://156.238.248.80:8880/play/502.178835.m3u8
CCTV5,http://156.238.248.80:8880/play/503.608630.m3u8
CCTV5+,http://156.238.248.80:8880/play/504.762081.m3u8
CCTV6,http://156.238.248.80:8880/play/505.874560.m3u8
CCTV7,http://156.238.248.80:8880/play/506.975099.m3u8
CCTV8,http://156.238.248.80:8880/play/507.267299.m3u8
CCTV9,http://156.238.248.80:8880/play/508.138527.m3u8
CCTV10,http://156.238.248.80:8880/play/509.261145.m3u8
CCTV11,http://156.238.248.80:8880/play/510.582284.m3u8
CCTV12,http://156.238.248.80:8880/play/511.298944.m3u8
CCTV13,http://156.238.248.80:8880/play/512.232143.m3u8
CCTV14,http://156.238.248.80:8880/play/513.129111.m3u8
CCTV15,http://156.238.248.80:8880/play/514.643450.m3u8
CCTV16,http://156.238.248.80:8880/play/515.681116.m3u8
CCTV17,http://156.238.248.80:8880/play/516.289202.m3u8
北京卫视,http://156.238.248.80:8880/play/517.731861.m3u8
东方卫视,http://156.238.248.80:8880/play/518.648426.m3u8
浙江卫视,http://156.238.248.80:8880/play/519.299641.m3u8
江苏卫视,http://156.238.248.80:8880/play/520.233942.m3u8
湖南卫视,http://156.238.248.80:8880/play/521.545462.m3u8
广东卫视,http://156.238.248.80:8880/play/522.127490.m3u8
深圳卫视,http://156.238.248.80:8880/play/523.610830.m3u8
天津卫视,http://156.238.248.80:8880/play/524.353015.m3u8
安徽卫视,http://156.238.248.80:8880/play/525.146876.m3u8
山东卫视,http://156.238.248.80:8880/play/526.490753.m3u8
辽宁卫视,http://156.238.248.80:8880/play/527.207174.m3u8
河北卫视,http://156.238.248.80:8880/play/528.360914.m3u8
河南卫视,http://156.238.248.80:8880/play/529.871460.m3u8
江西卫视,http://156.238.248.80:8880/play/530.673961.m3u8
四川卫视,http://156.238.248.80:8880/play/531.914600.m3u8
重庆卫视,http://156.238.248.80:8880/play/532.781375.m3u8
贵州卫视,http://156.238.248.80:8880/play/533.767240.m3u8
湖北卫视,http://156.238.248.80:8880/play/534.168233.m3u8
广西卫视,http://156.238.248.80:8880/play/535.519029.m3u8
东南卫视,http://156.238.248.80:8880/play/536.399744.m3u8
海南卫视,http://156.238.248.80:8880/play/537.253913.m3u8
青海卫视,http://156.238.248.80:8880/play/538.721122.m3u8
吉林卫视,http://156.238.248.80:8880/play/539.883250.m3u8
黑龙江视,http://156.238.248.80:8880/play/540.615792.m3u8
咪咕js频,#genre#
CCTV1,http://156.238.248.80:8880/play/541.273924.m3u8
CCTV2,http://156.238.248.80:8880/play/542.660226.m3u8
CCTV3,http://156.238.248.80:8880/play/543.933163.m3u8
CCTV4,http://156.238.248.80:8880/play/544.492410.m3u8
CCTV5,http://156.238.248.80:8880/play/545.393127.m3u8
CCTV5+,http://156.238.248.80:8880/play/546.248798.m3u8
CCTV6,http://156.238.248.80:8880/play/547.986515.m3u8
CCTV7,http://156.238.248.80:8880/play/548.244981.m3u8
CCTV8,http://156.238.248.80:8880/play/549.188405.m3u8
CCTV9,http://156.238.248.80:8880/play/550.192496.m3u8
CCTV10,http://156.238.248.80:8880/play/551.829586.m3u8
CCTV11,http://156.238.248.80:8880/play/552.311941.m3u8
CCTV12,http://156.238.248.80:8880/play/553.469441.m3u8
CCTV13,http://156.238.248.80:8880/play/554.146540.m3u8
CCTV14,http://156.238.248.80:8880/play/555.393226.m3u8
CCTV15,http://156.238.248.80:8880/play/556.190824.m3u8
CCTV16,http://156.238.248.80:8880/play/557.422144.m3u8
CCTV17,http://156.238.248.80:8880/play/558.959576.m3u8
浙江卫视4K,http://156.238.248.80:8880/play/559.611904.m3u8
广东卫视,http://156.238.248.80:8880/play/560.300540.m3u8
江苏卫视4K,http://156.238.248.80:8880/play/561.546774.m3u8
东方卫视,http://156.238.248.80:8880/play/562.483900.m3u8
湖北卫视,http://156.238.248.80:8880/play/563.238066.m3u8
吉林卫视,http://156.238.248.80:8880/play/564.654884.m3u8
河南卫视,http://156.238.248.80:8880/play/565.358169.m3u8
东南卫视,http://156.238.248.80:8880/play/566.711590.m3u8
海南卫视,http://156.238.248.80:8880/play/567.534222.m3u8
湖南卫视4K,http://156.238.248.80:8880/play/568.640429.m3u8
北京卫视,http://156.238.248.80:8880/play/569.374375.m3u8
黑龙江卫视,http://156.238.248.80:8880/play/570.733221.m3u8
吉林卫视,http://156.238.248.80:8880/play/571.995106.m3u8
辽宁卫视,http://156.238.248.80:8880/play/572.562338.m3u8
内蒙古卫视,http://156.238.248.80:8880/play/573.777534.m3u8
甘肃卫视,http://156.238.248.80:8880/play/574.832117.m3u8
山西卫视,http://156.238.248.80:8880/play/575.276579.m3u8
山东卫视,http://156.238.248.80:8880/play/576.258456.m3u8
安徽卫视,http://156.238.248.80:8880/play/577.810554.m3u8
深圳卫视,http://156.238.248.80:8880/play/578.520526.m3u8
广西卫视,http://156.238.248.80:8880/play/579.979639.m3u8
云南卫视,http://156.238.248.80:8880/play/580.901116.m3u8
贵州卫视,http://156.238.248.80:8880/play/581.275760.m3u8
四川卫视,http://156.238.248.80:8880/play/582.438536.m3u8
体育频频,#genre#
五星体育֍,http://156.238.248.80:8880/play/583.909902.m3u8
五星体育,http://156.238.248.80:8880/play/584.570665.m3u8
五星体育,http://156.238.248.80:8880/play/585.787983.m3u8
广东体育,http://156.238.248.80:8880/play/586.315885.m3u8
CCTV-5,http://156.238.248.80:8880/play/587.862202.m3u8
CCTV-5+,http://156.238.248.80:8880/play/588.817436.m3u8
CCTV-16,http://156.238.248.80:8880/play/589.402587.m3u8
Baku TV AZ,http://156.238.248.80:8880/play/590.643911.m3u8
AzTV,http://156.238.248.80:8880/play/591.515123.m3u8
Idman TV HD AZ,http://156.238.248.80:8880/play/592.243117.m3u8
ARB 24 HD AZ,http://156.238.248.80:8880/play/593.256412.m3u8
TRT Spor Yildiz HD TR,http://156.238.248.80:8880/play/594.729744.m3u8
CNN Turk FHD TR,http://156.238.248.80:8880/play/595.388064.m3u8
NBA TV USA HD TR,http://156.238.248.80:8880/play/596.657444.m3u8
beIN Sports 1 FHD TR,http://156.238.248.80:8880/play/597.967738.m3u8
beIN Sports 2 FHD TR,http://156.238.248.80:8880/play/598.612721.m3u8
beIN Sports 3 FHD TR,http://156.238.248.80:8880/play/599.254167.m3u8
beIN Sports 4 FHD TR,http://156.238.248.80:8880/play/600.216825.m3u8
beIN Sports Max 1 HD TR,http://156.238.248.80:8880/play/601.261219.m3u8
A Spor TR,http://156.238.248.80:8880/play/602.201858.m3u8
湾湾频道,#genre#
中天新闻台,http://156.238.248.80:8880/play/603.618637.m3u8
寰宇新闻台,http://156.238.248.80:8880/play/604.868057.m3u8
TVBS,http://156.238.248.80:8880/play/605.112314.m3u8
民視第一台,http://156.238.248.80:8880/play/606.392606.m3u8
民視第一台,http://156.238.248.80:8880/play/607.602940.m3u8
民視台灣台,http://156.238.248.80:8880/play/608.666062.m3u8
民視台灣台,http://156.238.248.80:8880/play/609.242549.m3u8
民視,http://156.238.248.80:8880/play/610.144945.m3u8
民視,http://156.238.248.80:8880/play/611.425403.m3u8
ARIRANG阿里郎頻道,http://156.238.248.80:8880/play/612.240253.m3u8
原住民族電視台,http://156.238.248.80:8880/play/613.786054.m3u8
公視戲劇,http://156.238.248.80:8880/play/614.942677.m3u8
民視影劇,http://156.238.248.80:8880/play/615.219238.m3u8
經典電影台,http://156.238.248.80:8880/play/616.226865.m3u8
民視綜藝,http://156.238.248.80:8880/play/617.616625.m3u8
豬哥亮歌廳秀,http://156.238.248.80:8880/play/618.887264.m3u8
民視旅遊,http://156.238.248.80:8880/play/619.866668.m3u8
滾動力 Rollor,http://156.238.248.80:8880/play/620.564053.m3u8
經典卡通台,http://156.238.248.80:8880/play/621.373697.m3u8
精選動漫台,http://156.238.248.80:8880/play/622.687298.m3u8
ELTV生活英語台,http://156.238.248.80:8880/play/623.120402.m3u8
NHK 新聞資訊台,http://156.238.248.80:8880/play/624.223835.m3u8
民視新聞,http://156.238.248.80:8880/play/625.636925.m3u8
民視新聞,http://156.238.248.80:8880/play/626.401770.m3u8
半島國際新聞台,http://156.238.248.80:8880/play/627.335515.m3u8
CNBC Asia 財經台,http://156.238.248.80:8880/play/628.662614.m3u8
DW德國之聲,http://156.238.248.80:8880/play/629.316561.m3u8
闽南4Gtv,#genre#
民视新闻,http://156.238.248.80:8880/play/630.980038.m3u8
中视新闻,http://156.238.248.80:8880/play/631.598282.m3u8
华视新闻,http://156.238.248.80:8880/play/632.235231.m3u8
台视新闻,http://156.238.248.80:8880/play/633.575461.m3u8
公视闽南,http://156.238.248.80:8880/play/634.275300.m3u8
民视闽南,http://156.238.248.80:8880/play/635.356339.m3u8
中视闽南,http://156.238.248.80:8880/play/636.985318.m3u8
华视闽南,http://156.238.248.80:8880/play/637.273040.m3u8
台视闽南,http://156.238.248.80:8880/play/638.166523.m3u8
公视闽语,http://156.238.248.80:8880/play/639.325584.m3u8
公视综合,http://156.238.248.80:8880/play/640.980390.m3u8
民视南闽,http://156.238.248.80:8880/play/641.812623.m3u8
民视第一,http://156.238.248.80:8880/play/642.303310.m3u8
中视经典,http://156.238.248.80:8880/play/643.987615.m3u8
中视菁采,http://156.238.248.80:8880/play/644.354410.m3u8
华视教育,http://156.238.248.80:8880/play/645.918737.m3u8
台视综合,http://156.238.248.80:8880/play/646.869952.m3u8
台视财经,http://156.238.248.80:8880/play/647.711186.m3u8
粤港频道,#genre#
翡翠台,http://156.238.248.80:8880/play/648.410348.m3u8
翡翠台,http://156.238.248.80:8880/play/649.892564.m3u8
明珠台,http://156.238.248.80:8880/play/650.500867.m3u8
TVB Plus,http://156.238.248.80:8880/play/651.218889.m3u8
无线新闻,http://156.238.248.80:8880/play/652.849975.m3u8
TVB星河,http://156.238.248.80:8880/play/653.698091.m3u8
华丽翡翠台,http://156.238.248.80:8880/play/654.246991.m3u8
澳视澳门,http://156.238.248.80:8880/play/655.516825.m3u8
广东珠江,http://156.238.248.80:8880/play/656.828413.m3u8
广东体育,http://156.238.248.80:8880/play/657.402908.m3u8
广州综合,http://156.238.248.80:8880/play/658.567492.m3u8
广州综合,http://156.238.248.80:8880/play/659.943432.m3u8
香港港台,#genre#
翡翠台,http://156.238.248.80:8880/play/660.664032.m3u8
TVB PLUS,http://156.238.248.80:8880/play/661.957219.m3u8
明珠台,http://156.238.248.80:8880/play/662.115113.m3u8
VIUTV,http://156.238.248.80:8880/play/663.382960.m3u8
VIUTVSIX,http://156.238.248.80:8880/play/664.873687.m3u8
TVB星河,http://156.238.248.80:8880/play/665.545005.m3u8
天映新加坡,http://156.238.248.80:8880/play/666.340636.m3u8
千禧经典台,http://156.238.248.80:8880/play/667.486434.m3u8
天映频道,http://156.238.248.80:8880/play/668.733321.m3u8
天映经典频道,http://156.238.248.80:8880/play/669.725402.m3u8
ASTROAOD,http://156.238.248.80:8880/play/670.663183.m3u8
ASTROAEC,http://156.238.248.80:8880/play/671.581773.m3u8
ASTRO欢喜台,http://156.238.248.80:8880/play/672.346858.m3u8
IQIYI,http://156.238.248.80:8880/play/673.146574.m3u8
PopC,http://156.238.248.80:8880/play/674.514781.m3u8
天映经典,http://156.238.248.80:8880/play/675.992065.m3u8
粵語片台,http://156.238.248.80:8880/play/676.647432.m3u8
美亞電影台,http://156.238.248.80:8880/play/677.199737.m3u8
黄金翡翠台,http://156.238.248.80:8880/play/678.557942.m3u8
黄金华剧台,http://156.238.248.80:8880/play/679.727805.m3u8
TVBPlus,http://156.238.248.80:8880/play/680.300488.m3u8
AXN,http://156.238.248.80:8880/play/681.882025.m3u8
KIX,http://156.238.248.80:8880/play/682.965061.m3u8
myTVSUPER18台,http://156.238.248.80:8880/play/683.745299.m3u8
myTVSUPERFREE,http://156.238.248.80:8880/play/684.253730.m3u8
ROCKAction,http://156.238.248.80:8880/play/685.363916.m3u8
ROCK綜藝娛樂,http://156.238.248.80:8880/play/686.970425.m3u8
mytv频道,#genre#
凤凰中文,http://156.238.248.80:8880/play/687.261164.m3u8
凤凰资讯,http://156.238.248.80:8880/play/688.339273.m3u8
凤凰香港,http://156.238.248.80:8880/play/689.154205.m3u8
凤凰香港,http://156.238.248.80:8880/play/690.923673.m3u8
ViuTV,http://156.238.248.80:8880/play/691.674540.m3u8
ViuTV,http://156.238.248.80:8880/play/692.519083.m3u8
HOY77,http://156.238.248.80:8880/play/693.736260.m3u8
无线新闻台,http://156.238.248.80:8880/play/694.905889.m3u8
翡翠台,http://156.238.248.80:8880/play/695.332214.m3u8
华丽翡翠台,http://156.238.248.80:8880/play/696.118186.m3u8
TVB Plus,http://156.238.248.80:8880/play/697.996213.m3u8
澳视澳门,http://156.238.248.80:8880/play/698.792163.m3u8
明珠台,http://156.238.248.80:8880/play/699.902915.m3u8
TVB星河,http://156.238.248.80:8880/play/700.586958.m3u8
广东珠江,http://156.238.248.80:8880/play/701.289518.m3u8
广东体育,http://156.238.248.80:8880/play/702.307538.m3u8
新年快乐,#genre#
NOW新闻台,http://156.238.248.80:8880/play/703.454829.m3u8
VIUTV,http://156.238.248.80:8880/play/704.447216.m3u8
民视第一台,http://156.238.248.80:8880/play/705.550070.m3u8
华视,http://156.238.248.80:8880/play/706.430019.m3u8
中视,http://156.238.248.80:8880/play/707.295750.m3u8
公视,http://156.238.248.80:8880/play/708.602455.m3u8
台视,http://156.238.248.80:8880/play/709.729898.m3u8
民视新闻,http://156.238.248.80:8880/play/710.627083.m3u8
台视新闻,http://156.238.248.80:8880/play/711.253968.m3u8
中视新闻,http://156.238.248.80:8880/play/712.705254.m3u8
华视新闻,http://156.238.248.80:8880/play/713.682550.m3u8
民视台湾台,http://156.238.248.80:8880/play/714.734036.m3u8
公视台语台,http://156.238.248.80:8880/play/715.133220.m3u8
中视菁采台,http://156.238.248.80:8880/play/716.787325.m3u8
中视经典,http://156.238.248.80:8880/play/717.865155.m3u8
台视财经,http://156.238.248.80:8880/play/718.729672.m3u8
华视教育体育,http://156.238.248.80:8880/play/719.599332.m3u8
龙华电影,http://156.238.248.80:8880/play/720.273104.m3u8
龙华戏剧,http://156.238.248.80:8880/play/721.599075.m3u8
龙华日韩,http://156.238.248.80:8880/play/722.387002.m3u8
龙华偶像,http://156.238.248.80:8880/play/723.761972.m3u8
龙华经典,http://156.238.248.80:8880/play/724.710148.m3u8
邵氏电影,http://156.238.248.80:8880/play/725.376598.m3u8
邵氏武侠,http://156.238.248.80:8880/play/726.156389.m3u8
邵氏动作,http://156.238.248.80:8880/play/727.904926.m3u8
邵氏喜剧,http://156.238.248.80:8880/play/728.814150.m3u8
精彩-YY,#genre#
武林外传,http://156.238.248.80:8880/play/729.163888.m3u8
港片 喜剧 动作,http://156.238.248.80:8880/play/730.476202.m3u8
林正英-经典电影,http://156.238.248.80:8880/play/731.247936.m3u8
【新三国】萌儿陪看,http://156.238.248.80:8880/play/732.973033.m3u8
国外经典—小鬼当家,http://156.238.248.80:8880/play/733.976587.m3u8
狂飙,http://156.238.248.80:8880/play/734.454107.m3u8
靓剑,http://156.238.248.80:8880/play/735.465637.m3u8
弹幕天团 下饭神剧,http://156.238.248.80:8880/play/736.446113.m3u8
狄仁杰,http://156.238.248.80:8880/play/737.735706.m3u8
赵本山《蓝光版》,http://156.238.248.80:8880/play/738.799329.m3u8
少年包青天,http://156.238.248.80:8880/play/739.640614.m3u8
康熙微服私访记,http://156.238.248.80:8880/play/740.710982.m3u8
超精彩武打场景,http://156.238.248.80:8880/play/741.326808.m3u8
正阳门下,http://156.238.248.80:8880/play/742.395079.m3u8
鹿鼎记-周星驰版,http://156.238.248.80:8880/play/743.804140.m3u8
地下交通站,http://156.238.248.80:8880/play/744.881883.m3u8
亲爱的热爱的,http://156.238.248.80:8880/play/745.883358.m3u8
经典鬼片3000部,http://156.238.248.80:8880/play/746.642787.m3u8
【狂飙】,http://156.238.248.80:8880/play/747.965786.m3u8
林正英经典,http://156.238.248.80:8880/play/748.960638.m3u8
豪哥带我们发财,http://156.238.248.80:8880/play/749.673819.m3u8
经典港片动作搞笑,http://156.238.248.80:8880/play/750.322873.m3u8
纪晓岚,http://156.238.248.80:8880/play/751.859958.m3u8
晾剑 电视剧,http://156.238.248.80:8880/play/752.853106.m3u8
小蓉儿 正在直播,http://156.238.248.80:8880/play/753.927503.m3u8
神医喜来乐,http://156.238.248.80:8880/play/754.129225.m3u8
梦涵 正在直播,http://156.238.248.80:8880/play/755.608014.m3u8
昕儿 正在直播,http://156.238.248.80:8880/play/756.447992.m3u8
济公,http://156.238.248.80:8880/play/757.132478.m3u8
倚天屠龙记,http://156.238.248.80:8880/play/758.911846.m3u8
请回答1988,http://156.238.248.80:8880/play/759.717253.m3u8
天龙八部,http://156.238.248.80:8880/play/760.898296.m3u8
真实案件系列,http://156.238.248.80:8880/play/761.628655.m3u8
大染坊,http://156.238.248.80:8880/play/762.106002.m3u8
赌神 港片 喜剧,http://156.238.248.80:8880/play/763.947387.m3u8
封神榜,http://156.238.248.80:8880/play/764.317637.m3u8
古惑仔,http://156.238.248.80:8880/play/765.210595.m3u8
雍正王朝,http://156.238.248.80:8880/play/766.244803.m3u8
李连杰功夫 经典武侠,http://156.238.248.80:8880/play/767.156964.m3u8
赵本山《超清版》,http://156.238.248.80:8880/play/768.978171.m3u8
鬼经典老片,http://156.238.248.80:8880/play/769.202107.m3u8
小美美 正在直播,http://156.238.248.80:8880/play/770.250568.m3u8
《仙侠》开局无敌了,http://156.238.248.80:8880/play/771.383222.m3u8
燕双鹰,http://156.238.248.80:8880/play/772.208120.m3u8
【鹿鼎记】金庸经典,http://156.238.248.80:8880/play/773.372130.m3u8
恐怖电影,http://156.238.248.80:8880/play/774.297748.m3u8
闯关东,http://156.238.248.80:8880/play/775.810331.m3u8
经典雪豹24h,http://156.238.248.80:8880/play/776.857212.m3u8
